tarih,m1_mlr,m2_mlr,m3_mlr,tcmb_ham_m1_13y,tcmb_ar_m1_13y,tcmb_ham_m2_13y,tcmb_ar_m2_13y,tcmb_ham_m3_13y,tcmb_ar_m3_13y,g_m1_ar_13y,g_m1_ham_13y,g_m2_ar_13y,g_m2_ham_13y,g_m3_ar_13y,g_m3_ham_13y,rezerv_para_mlr,zk_bloke_mlr,emisyon_mlr,serbest_mevduat_mlr,mb_parasi_mlr,carpan_m1,carpan_m2,carpan_m3,emisyon_m1,zk_ima_oran,mevduat_tl_mlr,mevduat_yp_mlr,dth_pay_ham,dth_pay_ar,mevduat_yp_sabit_mlr,bilanco_pay_ham,mevduat_yp_usd_mia,f_ticari_tl,f_ticari_dar,f_ihtiyac,f_konut,f_tasit,f_tuketici,mev_tl,kat_ticari,kat_tuketici,politika,aofm,aofm_kaynak_gun,koridor_alt,koridor_ust,aofm_taban_mn_tl,aofm_gecerli,aofm_ham,makas_kredi_mevduat,spread_politika,spread_aofm,pka_12a,pka_yas_gun,reel_ticari,reel_ticari_yaklasik,reel_tuketici,reel_tuketici_yaklasik,reel_mevduat,reel_mevduat_yaklasik
2005-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.55,,24.76,18.02,18.15,20.96,16.33,,,,,yok,,,,False,,3.2200000000000024,,,,,,,,,,
2005-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,,25.2,17.92,18.14,21.13,16.4,,,,,yok,,,,False,,2.9400000000000013,,,,,,,,,,
2005-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.92,,24.99,17.92,18.3,20.93,16.36,,,,,yok,,,,False,,3.5600000000000023,,,,,,,,,,
2005-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.76,,25.38,17.91,18.38,21.36,16.29,,,,,yok,,,,False,,4.470000000000002,,,,,,,,,,
2005-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,24.54,16.93,17.9,20.68,16.16,,,,,yok,,,,False,,4.539999999999999,,,,,,,,,,
2005-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68,,24.67,16.61,17.48,20.54,16.4,,,,,yok,,,,False,,4.280000000000001,,,,,,,,,,
2005-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,,25.12,16.4,18.28,20.18,16.69,,,,,yok,,,,False,,2.2099999999999973,,,,,,,,,,
2005-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,,24.85,16.22,17.02,19.77,16.39,,,,,yok,,,,False,,2.210000000000001,,,,,,,,,,
2005-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,,25.68,15.99,17.0,20.22,16.0,,,,,yok,,,,False,,3.8000000000000007,,,,,,,,,,
2005-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19,,25.56,15.96,16.76,20.37,16.22,,,,,yok,,,,False,,3.9700000000000024,,,,,,,,,,
2005-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06,,24.15,16.0,18.0,19.66,16.25,,,,,yok,,,,False,,2.8099999999999987,,,,,,,,,,
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99,,24.33,15.96,16.29,19.29,16.27,,,,,yok,,,,False,,2.719999999999999,,,,,,,,,,
2005-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.99,,24.83,15.9,16.38,19.37,16.12,,,,,yok,,,,False,,2.8699999999999974,,,,,,,,,,
2005-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,,23.88,17.45,20.09,20.27,16.16,,,,,yok,,,,False,,1.370000000000001,,,,,,,,,,
2005-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.71,,23.97,17.27,19.88,20.01,16.22,,,,,yok,,,,False,,1.490000000000002,,,,,,,,,,
2005-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.91,,23.68,17.27,19.66,19.8,16.22,,,,,yok,,,,False,,2.6900000000000013,,,,,,,,,,
2005-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55,,23.84,17.2,20.05,19.97,16.22,,,,,yok,,,,False,,4.330000000000002,,,,,,,,,,
2005-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,23.68,17.21,19.92,19.99,16.3,,,,,yok,,,,False,,3.3000000000000007,,,,,,,,,,
2005-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13,,23.74,17.06,19.67,19.74,16.42,,,,,yok,,,,False,,3.7099999999999973,,,,,,,,,,
2005-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.34,,23.55,16.68,19.46,19.36,16.4,,,,,yok,,,,False,,1.9400000000000013,,,,,,,,,,
2005-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.34,,22.8,16.34,19.46,18.91,16.35,,,,,yok,,,,False,,2.9899999999999984,,,,,,,,,,
2005-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.33,,22.54,16.32,19.47,18.8,16.15,,,,,yok,,,,False,,3.1799999999999997,,,,,,,,,,
2005-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.13,,22.87,16.54,19.39,19.23,15.84,,,,,yok,,,,False,,4.289999999999999,,,,,,,,,,
2005-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69,,22.17,16.26,19.06,18.72,16.08,,,,,yok,,,,False,,3.610000000000003,,,,,,,,,,
2005-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,21.26,15.8,18.71,18.13,16.14,,,,,yok,,,,False,,1.6600000000000001,,,,,,,,,,
2005-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.44,,21.7,16.13,19.55,18.65,15.78,,,,,yok,,,,False,,2.660000000000002,,,,,,,,,,
2005-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.88,,21.87,16.01,19.19,18.48,15.77,,,,,yok,,,,False,,0.11000000000000121,,,,,,,,,,
2005-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43,,21.62,15.68,18.56,18.15,15.73,,,,,yok,,,,False,,1.6999999999999993,,,,,,,,,,
2005-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,22.26,16.06,18.42,18.38,15.76,,,,,yok,,,,False,,3.24,,,,,,,,,,
2005-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72,,21.17,15.72,18.44,18.18,15.5,,,,,yok,,,,False,,3.219999999999999,,,,,,,,,,
2005-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.39,,21.87,15.59,18.0,18.05,15.63,,,,,yok,,,,False,,3.76,,,,,,,,,,
2005-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.27,,21.66,15.35,17.58,17.65,15.68,,,,,yok,,,,False,,3.59,,,,,,,,,,
2005-12-30,61.936598,237.948998,260.614096,,,,,,,,,,,,,,,,,,,,,,,150.854206,85.25684977,36.10879189539105,,,,,16.57,,21.35,15.1,16.78,17.13,15.92,,,,,yok,,,,False,,0.6500000000000004,,,,,,,,,,
2006-01-06,62.548071,241.027834,264.487928,,,,,,,,,,,,,,,,,,,,,,,152.158344,84.24539784000001,35.636237051196076,,,,,19.5,,21.19,15.1,17.36,17.44,15.5,,,,,yok,,,,False,,4.0,,,,,,,,,,
2006-01-13,62.351482,241.014925,265.022854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yok,,,,False,,,,,,,,,,,,
2006-01-20,59.76595,236.040781,259.422151,,,,,,,,,,,,,,,,,,,,,,,150.502057,84.52493704999999,35.9639272040462,,,,,21.12,,21.39,15.35,18.18,17.85,15.17,,,,,yok,,,,False,,5.950000000000001,,,,,,,,,,
2006-01-27,57.885531,237.353435,260.579769,,,,,,,,,,,,,,,,,,,,,,,151.817063,86.77468828,36.369525691676294,,,,,17.32,,21.48,15.11,17.8,17.54,14.99,,,,,yok,,,,False,,2.33,,,,,,,,,,
2006-02-03,56.571658,236.620702,260.09281,,,,,,,,,,,,,,,,,,,,,,,149.554106,85.85462408,36.47045037404673,,,,,20.55,,21.38,15.01,17.51,17.36,14.94,,,,,yok,,,,False,,5.610000000000001,,,,,,,,,,
2006-02-10,56.225277,236.625747,260.188316,,,,,,,,,,,,,,,,,,,,,,,151.057213,85.15931192000001,36.05137784024259,,,,,18.75,,21.36,14.91,17.92,17.38,15.13,,,,,yok,,,,False,,3.619999999999999,,,,,,,,,,
2006-02-17,57.206014,239.350327,262.362226,,,,,,,,,,,,,,,,,,,,,,,155.032271,84.94576615000001,35.39730850323775,,,,,19.64,,21.05,15.0,17.77,17.43,15.0,,,,,yok,,,,False,,4.640000000000001,,,,,,,,,,
2006-02-24,60.493261,242.389476,266.324792,,,,,,,,,,,,,,,,,,,,,,,154.763603,86.98541702,35.98170408831592,,,,,17.4,,20.96,14.66,17.24,17.02,15.0,,,,,yok,,,,False,,2.3999999999999986,,,,,,,,,,
2006-03-03,55.562063,242.429471,265.944961,,,,,,,,,,,,,,,,,,,,,,,154.57947,85.9903203,35.74443831570318,,,,,16.64,,21.08,14.98,17.28,17.19,14.89,,,,,yok,,,,False,,1.75,,,,,,,,,,
2006-03-10,55.760938,244.983286,268.619326,,,,,,,,,,,,,,,,,,,,,,,156.976928,86.98018352,35.65388316743914,,,,,17.28,,20.87,14.86,17.27,17.18,14.85,,,,,yok,,,,False,,2.4300000000000015,,,,,,,,,,
2006-03-17,57.990428,247.11192,271.199097,,,,,,,,,,,,,,,,,,,,,,,158.637847,86.74599097,35.351142800450184,,,,,16.85,,21.13,14.73,17.22,17.18,14.73,,,,,yok,,,,False,,2.120000000000001,,,,,,,,,,
2006-03-24,57.523704,247.628234,271.77879,,,,,,,,,,,,,,,,,,,,,,,160.264947,86.09341651000001,34.94641516666243,,,,,17.53,,20.83,14.56,16.65,16.88,14.48,,,,,yok,,,,False,,3.0500000000000007,,,,,,,,,,
2006-03-31,58.38769,249.485702,273.155193,-21.024201007477515,-21.325363607718284,20.81143672033525,19.846374679481606,20.673215135523225,19.75476652415442,,-21.023881436762803,,20.8501305453092,,20.68303891961878,,,,,,,,,,,163.76074,85.9289733,34.414302521448725,,,,,16.01,,20.65,14.47,16.1,16.61,14.75,,,,,yok,,,,False,,1.2600000000000016,,,,,,,,,,
2006-04-07,57.400011,251.046655,275.705464,-29.072412753179567,-29.01664214182178,17.691081572325107,17.4553281776056,18.101831964305816,17.867489792882772,,-29.076163393776934,,17.692547794748293,,18.075032873630747,,,,,,,,,,,163.3077,86.18681998000001,34.544574360554655,,,,,17.15,,20.45,14.07,16.4,16.38,14.75,,,,,yok,,,,False,,2.3999999999999986,,,,,,,,,,
2006-04-14,59.127919,251.119858,276.233171,-19.11685757350281,-19.797332860325067,17.871546570410345,16.514484206745728,18.017545835440664,16.80033072560272,,-19.13077977612162,,17.855126673541367,,18.023913056670192,,,,,,,,,,,167.318324,83.69053703,33.341666380453994,,,,,17.06,,19.99,14.27,16.14,16.24,14.55,,,,,yok,,,,False,,2.509999999999998,,,,,,,,,,
2006-04-21,59.698665,251.376235,276.16948,-0.45522661633266015,-0.12415290004710311,28.65954437577902,28.582404807102947,28.403615618493117,28.37862700984346,0.41087104048873613,-0.44956340687704044,29.568126460533662,28.631903783886358,29.28007835094586,28.432372417260577,,,,,,,,,,,166.120067,83.49002734999999,33.4481774735165,,,,,17.55,,19.71,14.15,16.19,16.37,14.52,,,,,yok,,,,False,,3.030000000000001,,,,,,,,,,
2006-04-28,60.415837,252.191859,276.771555,18.689904981692408,17.697408729799324,27.4729995292885,25.749559955254476,27.25707991342279,25.690935302223394,18.602850584690778,18.665124737702033,27.122819891845463,27.450682967556993,26.967397161555027,27.26911850062834,,,,,,,,,,,165.617615,84.71086287,33.839882537851665,,,,,16.28,,18.39,13.29,13.55,15.84,14.34,,,,,yok,,,,False,,1.9400000000000013,,,,,,,,,,
2006-05-05,60.98586,253.351404,278.838714,35.07827165929527,33.62281224080061,31.420935321387766,28.997238898938214,32.13706604933413,29.861517218375845,35.76699009564639,35.058207354002,31.89584202293092,31.426307876920244,32.52380288632541,32.09880761809445,,,,,,,,,,,165.758167,84.78206512999999,33.83970087726604,,,,,16.6,,20.62,13.9,13.47,16.54,14.38,,,,,yok,,,,False,,2.2200000000000006,,,,,,,,,,
2006-05-12,62.139118,256.802985,281.95952,49.20409822261138,42.19017820072062,38.72773132297107,30.85388726651035,37.944439448191126,30.780445902227527,45.32869096040943,49.18801088636249,34.82634307789429,38.7242157097391,34.37262101960377,37.91004151666715,,,,,,,,,,,169.428957,86.05687884999999,33.68362029295645,,,,,16.23,,18.9,13.81,13.67,16.08,14.34,,,,,yok,,,,False,,1.8900000000000006,,,,,,,,,,
2006-05-19,64.839868,261.443587,287.687292,65.01337953279945,49.180164550066394,42.38687970984887,26.867814177138484,44.53109216059916,30.198606093170287,52.39069720815734,65.04475828547822,30.652123987855706,42.356031651623226,33.72001007818051,44.56976829656214,,,,,,,,,,,174.297164,88.15176047,33.58815839996953,,,,,15.83,,18.98,14.22,13.48,15.98,14.26,,,,,yok,,,,False,,1.5700000000000003,,,,,,,,,,
2006-05-26,67.004399,275.194708,302.534004,50.56395998936829,21.28013038396832,66.17583169871826,31.124509885043274,66.49300854120548,34.30714929537992,23.74322067088972,50.51690450668826,34.77815972072151,66.15188522098734,37.67057296645642,66.51386251212894,,,,,,,,,,,175.767774,100.85914826999999,36.46035152412138,,,,,15.4,,19.14,14.76,13.96,16.6,14.3,,,,,yok,,,,False,,1.0999999999999996,,,,,,,,,,
2006-06-02,71.036028,277.447348,304.689056,167.2590613529653,108.04747558136478,71.51000675404298,30.58651921814701,72.31569749221565,34.44912616680993,112.34806101818901,167.17832862215184,34.43843267326778,71.54602391522629,38.04226533498778,72.29011358984229,,,,,,,,,,,174.431712,102.20554373,36.94569029044785,,,,,15.97,,20.17,15.69,14.58,17.4,14.09,,,,,yok,,,,False,,1.8800000000000008,,,,,,,,,,
2006-06-09,68.900479,274.731961,302.764729,133.1781682586399,91.27553857280368,58.150418393219816,27.38766365032923,61.37893803828229,32.59699469121644,94.61777315612294,133.1141744783787,30.536624818270887,58.15791170034168,35.553762255686784,61.388319667515056,,,,,,,,,,,174.206498,99.73242085,36.406809689064374,,,,,16.65,,21.36,16.63,16.36,18.56,14.74,,,,,yok,,,,False,,1.9099999999999984,,,,,,,,,,
2006-06-16,71.342511,279.824283,306.634413,129.10456860999423,81.51150881263867,64.38249125046987,28.090025234445815,63.39262115448388,30.266450269389324,83.3859547490467,129.07004818197754,30.021049321771585,64.4246091598019,32.011423742231315,63.429561942684785,,,,,,,,,,,178.071359,101.47736759,36.30042205086905,,,,,17.25,,22.05,17.29,17.25,19.41,15.31,,,,,yok,,,,False,,1.9399999999999995,,,,,,,,,,
2006-06-23,72.366738,284.025679,310.759165,150.53269548714803,86.99791944569178,73.10115045742566,26.97445451115632,70.95577630680401,28.896737802938198,89.3502740625299,150.47743995362137,29.095032214742524,73.07318475712808,30.90007446380021,70.93600130076968,,,,,,,,,,,177.272267,105.39661778,37.2862467200908,,,,,17.76,,22.23,18.23,18.66,20.35,15.12,,,,,yok,,,,False,,2.6400000000000023,,,,,,,,,,
2006-06-30,70.682725,279.13879,303.80967,114.75981620475197,69.49332540933656,56.75885767936244,21.588246923044995,53.01580871458502,21.548411794578428,72.0415539473666,114.76720396071497,24.107668463713814,56.71050899845571,23.813447859787118,53.027162825415374,,,,,,,,,,,175.390059,103.0670807,37.013624721937774,,,,,19.22,,25.57,18.54,20.84,22.63,17.34,,,,,yok,,,,False,,1.879999999999999,,,,,,,,,,
2006-07-07,67.289583,276.585041,302.320117,88.88713338773036,49.370195472995995,47.32047575144001,14.444958930227546,44.561780431417056,14.949439188826542,51.52613500580405,88.86150461483801,16.822788204516435,47.33196953595558,17.1097300022264,44.57283431593775,,,,,,,,,,,173.804697,101.08561662999999,36.77307333792065,,,,,20.15,,27.45,20.68,22.43,24.89,17.35,,,,,yok,,,,False,,2.799999999999997,,,,,,,,,,
2006-07-14,67.405483,277.069529,302.374389,68.86870236807977,36.034109081081375,48.219394410271455,17.480313861225415,43.572702708221264,16.29353851419877,37.851604842563425,68.89256162482647,19.666835121087665,48.19407397110924,18.250505267579186,43.574297373581274,,,,,,,,,,,174.730172,101.37151208,36.71528205913723,,,,,19.5,,27.76,21.8,23.06,25.52,17.29,,,,,yok,,,,False,,2.210000000000001,,,,,,,,,,
2006-07-21,67.970583,275.497966,299.944232,68.07848915683454,37.69242811848046,44.28480963094539,16.608379735059685,39.181836196804355,14.704629694295178,38.76423441931107,68.04496412113548,17.84567188765205,44.27022798939413,15.83375283092112,39.1423488054301,,,,,,,,,,,173.619,100.21880292,36.59786992567943,,,,,20.27,,27.82,21.29,23.35,25.43,17.92,,,,,yok,,,,False,,2.349999999999998,,,,,,,,,,
2006-07-28,66.374508,271.166993,294.930561,45.679960396423255,24.34704448343652,33.69467244733939,12.759714528379785,28.954728648535166,10.564958698185766,24.954984361708,45.68071802285396,13.460747103534754,33.666645384973926,11.206632884998434,28.941670548783314,,,,,,,,,,,169.365218,99.18350772,36.933151499446254,,,,,19.38,,28.04,20.9,22.71,25.29,17.89,,,,,yok,,,,False,,1.4899999999999984,,,,,,,,,,
2006-08-04,65.295158,271.617679,295.265501,31.41735492397755,13.274971900744404,32.08164117081856,12.546360997751638,25.71686923360319,8.768319943619751,13.729670529108517,31.403610615111234,13.146181808371903,32.11096770427015,9.33326443432958,25.72989195848536,,,,,,,,,,,169.853795,98.91981912,36.80414070550654,,,,,20.18,,27.99,21.14,22.35,25.24,17.95,,,,,yok,,,,False,,2.2300000000000004,,,,,,,,,,
2006-08-11,66.383253,272.905078,296.848873,30.239532581857077,21.4854722376435,27.554112190021417,18.04495434649569,22.84186834059998,14.674271859387567,21.26973827317318,30.24881579646541,17.72574555716009,27.5399366304621,14.4143886797367,22.85548974830769,,,,,,,,,,,173.222798,97.81570353000001,36.089228274888924,,,,,20.02,,28.17,21.83,22.66,25.76,17.92,,,,,yok,,,,False,,2.099999999999998,,,,,,,,,,
2006-08-18,67.680716,273.314764,296.842482,18.726842060653425,18.00623106152979,19.442462836458873,18.17939034580982,13.379186712196933,12.439138841301723,18.095299880408035,18.711089209070675,18.291719888869395,19.43741493720288,12.552829792621711,13.349994632637197,,,,,,,,,,,173.080351,100.18354292000001,36.66182951682942,,,,,19.7,,27.94,22.02,22.51,25.62,17.96,,,,,yok,,,,False,,1.7399999999999984,,,,,,,,,,
2006-08-25,67.577225,275.481963,299.020199,3.4453787206339292,9.755541794640198,0.415691827612763,6.722275235341657,-4.571438644177606,0.979096098019272,9.899314340419906,3.4637347249592443,6.849757078474461,0.41818402817521694,1.0937978593488662,-4.565517314050127,,,,,,,,,,,171.215103,103.28871059000001,37.62742281761973,,,,,20.0,,27.73,21.83,22.22,25.41,17.84,,,,,yok,,,,False,,2.16,,,,,,,,,,
2006-09-01,67.261527,274.331661,296.852726,-19.636818528752197,-10.850751281268622,-4.386030755524506,6.36409503623514,-9.907579694019697,-0.5399798672764522,-10.957080995197,-19.619220862799136,6.160946206807916,-4.416832058357755,-0.7216666611390421,-9.897520033233697,,,,,,,,,,,171.23649,102.68204287,37.48634376584232,,,,,18.92,,27.44,21.55,21.41,24.93,18.03,,,,,yok,,,,False,,0.8900000000000006,,,,,,,,,,
2006-09-08,66.002757,275.680748,298.518949,-15.79596045482835,-10.082298734372541,1.3931004861936325,8.437174139805649,-5.495441469958385,0.5793412932576958,-9.955348090261573,-15.790838552994357,8.62795386766404,1.3885727411050208,0.7486093682099515,-5.4924519929252735,,,,,,,,,,,169.868652,104.81847144,38.15922280131763,,,,,19.85,,27.16,21.96,21.78,25.07,18.03,,,,,yok,,,,False,,1.8200000000000003,,,,,,,,,,
2006-09-15,68.211695,277.050564,299.918774,-16.41771110013417,-7.631064484771133,-3.887908430720044,6.364879816359137,-8.455620182004553,0.5040494070697843,-7.500009749283743,-16.431654795325066,6.593460295952003,-3.90637963983963,0.7100262467494067,-8.476833936029681,,,,,,,,,,,173.937732,104.09070838,37.43887072766092,,,,,19.81,,26.97,21.63,21.54,24.58,18.06,,,,,yok,,,,False,,1.75,,,,,,,,,,
2006-09-22,67.865158,277.149956,299.915533,-22.66066145525645,-9.32413901559812,-9.338883867731207,6.405120446743151,-13.241598145837186,0.5043671889199519,-8.735866499015653,-22.655137662516555,7.4007794831691065,-9.337262339220164,1.3718598588517095,-13.243893619957948,,,,,,,,,,,172.623632,104.01034813,37.59854378016826,,,,,20.56,,26.8,21.96,21.45,24.7,17.82,,,,,yok,,,,False,,2.7399999999999984,,,,,,,,,,
2006-09-29,68.17078,279.880413,302.200829,-13.489069758067341,-4.6441946862524786,1.0612256814099164,11.614550478403252,-2.1105640607251286,7.215828723487516,-4.749243901798561,-13.475337220331163,11.470971971953237,1.0669728596485406,7.104887282812888,-2.101455817909248,,,,,,,,,,,174.506098,106.14141645999999,37.820187598749634,,,,,19.77,,26.93,21.66,21.3,24.54,18.27,,,,,yok,,,,False,,1.5,,,,,,,,,,
2006-10-06,66.31775,281.522261,305.718521,-5.656456752200678,3.236368519936783,7.352673918171115,17.789359696597806,4.558679926244258,13.887415118950685,2.812016144146323,-5.653067361468766,17.126301022167965,7.333728577571286,13.29669178572277,4.57281805266927,,,,,,,,,,,174.31606,107.39208311,38.12175321750144,,,,,20.43,,26.94,21.54,21.55,24.63,18.22,,,,,yok,,,,False,,2.210000000000001,,,,,,,,,,
2006-10-13,67.600118,283.371203,306.340961,1.181452947696915,10.439827364992649,9.38216543371022,19.726761737763866,5.344362906479194,14.443905556213998,10.054607898436153,1.160022214018941,19.168231976670015,9.412713728246636,13.948221976094132,5.351389130992024,,,,,,,,,,,176.20125,107.87169381999999,37.97323756688065,,,,,19.87,,26.4,21.65,21.66,24.33,18.16,,,,,yok,,,,False,,1.7100000000000009,,,,,,,,,,
2006-10-20,70.420605,285.347942,307.781912,15.193836477252232,25.125783606660224,15.050214047117372,25.246357902324945,10.841432563550413,19.88411341335383,24.963249325489013,15.216592665439489,25.05872665531912,15.086767345678819,19.688378801511707,10.869046856623665,,,,,,,,,,,173.66586,108.07376768,38.35944860506107,,,,,20.86,,26.17,21.83,21.77,24.29,18.18,,,,,yok,,,,False,,2.6799999999999997,,,,,,,,,,
