dt,DK_USD_A_YTL,DK_USD_S_YTL,UNIXTIME
1986-03-21,0.0006444,0.00065729,"{""numberLong"":""511743600""}"
1986-03-22,,,"{""numberLong"":""511830000""}"
1986-03-23,,,"{""numberLong"":""511916400""}"
1986-03-24,0.0006441,0.00065698,"{""numberLong"":""512002800""}"
1986-03-25,0.0006505,0.00066351,"{""numberLong"":""512089200""}"
1986-03-26,0.0006564,0.00066953,"{""numberLong"":""512175600""}"
1986-03-27,0.0006607,0.00067391,"{""numberLong"":""512262000""}"
1986-03-28,0.0006588,0.00067198,"{""numberLong"":""512348400""}"
1986-03-29,,,"{""numberLong"":""512434800""}"
1986-03-30,,,"{""numberLong"":""512521200""}"
1986-03-31,0.00065825,0.00067142,"{""numberLong"":""512604000""}"
1986-04-01,0.0006615,0.00067473,"{""numberLong"":""512690400""}"
1986-04-02,0.0006598,0.000673,"{""numberLong"":""512776800""}"
1986-04-03,0.000665,0.0006783,"{""numberLong"":""512863200""}"
1986-04-04,0.00066755,0.0006809,"{""numberLong"":""512949600""}"
1986-04-05,,,"{""numberLong"":""513036000""}"
1986-04-06,,,"{""numberLong"":""513122400""}"
1986-04-07,0.00066755,0.0006809,"{""numberLong"":""513208800""}"
1986-04-08,0.00067145,0.00068488,"{""numberLong"":""513295200""}"
1986-04-09,0.0006682,0.00068156,"{""numberLong"":""513381600""}"
1986-04-10,0.0006657,0.00067901,"{""numberLong"":""513468000""}"
1986-04-11,0.00066735,0.0006807,"{""numberLong"":""513554400""}"
1986-04-12,,,"{""numberLong"":""513640800""}"
1986-04-13,,,"{""numberLong"":""513727200""}"
1986-04-14,0.00066355,0.00067682,"{""numberLong"":""513813600""}"
1986-04-15,0.00066595,0.00067927,"{""numberLong"":""513900000""}"
1986-04-16,0.00066815,0.00068151,"{""numberLong"":""513986400""}"
1986-04-17,0.0006602,0.0006734,"{""numberLong"":""514072800""}"
1986-04-18,0.0006564,0.00066953,"{""numberLong"":""514159200""}"
1986-04-19,,,"{""numberLong"":""514245600""}"
1986-04-20,,,"{""numberLong"":""514332000""}"
1986-04-21,0.0006556,0.00066871,"{""numberLong"":""514418400""}"
1986-04-22,0.00065365,0.00066672,"{""numberLong"":""514504800""}"
1986-04-23,,,"{""numberLong"":""514591200""}"
1986-04-24,0.00065125,0.00066428,"{""numberLong"":""514677600""}"
1986-04-25,0.00065255,0.0006656,"{""numberLong"":""514764000""}"
1986-04-26,,,"{""numberLong"":""514850400""}"
1986-04-27,,,"{""numberLong"":""514936800""}"
1986-04-28,0.00065425,0.00066734,"{""numberLong"":""515023200""}"
1986-04-29,0.0006505,0.00066351,"{""numberLong"":""515109600""}"
1986-04-30,0.00065165,0.00066468,"{""numberLong"":""515196000""}"
1986-05-01,0.0006541,0.00066718,"{""numberLong"":""515282400""}"
1986-05-02,0.00065745,0.0006706,"{""numberLong"":""515368800""}"
1986-05-03,,,"{""numberLong"":""515455200""}"
1986-05-04,,,"{""numberLong"":""515541600""}"
1986-05-05,0.00065815,0.00067131,"{""numberLong"":""515628000""}"
1986-05-06,0.0006555,0.00066861,"{""numberLong"":""515714400""}"
1986-05-07,0.0006634,0.00067667,"{""numberLong"":""515800800""}"
1986-05-08,0.0006598,0.000673,"{""numberLong"":""515887200""}"
1986-05-09,0.00065645,0.00066958,"{""numberLong"":""515973600""}"
1986-05-10,,,"{""numberLong"":""516060000""}"
1986-05-11,,,"{""numberLong"":""516146400""}"
1986-05-12,0.00065705,0.00067019,"{""numberLong"":""516232800""}"
1986-05-13,0.0006565,0.00066963,"{""numberLong"":""516319200""}"
1986-05-14,0.0006575,0.00067065,"{""numberLong"":""516405600""}"
1986-05-15,0.0006601,0.0006733,"{""numberLong"":""516492000""}"
1986-05-16,0.00065935,0.00067254,"{""numberLong"":""516578400""}"
1986-05-17,,,"{""numberLong"":""516664800""}"
1986-05-18,,,"{""numberLong"":""516751200""}"
1986-05-19,,,"{""numberLong"":""516837600""}"
1986-05-20,0.00066325,0.00067652,"{""numberLong"":""516924000""}"
1986-05-21,0.0006676,0.00068095,"{""numberLong"":""517010400""}"
1986-05-22,0.00066865,0.00068202,"{""numberLong"":""517096800""}"
1986-05-23,0.00067155,0.00068498,"{""numberLong"":""517183200""}"
1986-05-24,,,"{""numberLong"":""517269600""}"
1986-05-25,,,"{""numberLong"":""517356000""}"
1986-05-26,0.0006744,0.00068789,"{""numberLong"":""517442400""}"
1986-05-27,0.00067425,0.00068774,"{""numberLong"":""517528800""}"
1986-05-28,0.00067575,0.00068927,"{""numberLong"":""517615200""}"
1986-05-29,0.00067385,0.00068733,"{""numberLong"":""517701600""}"
1986-05-30,0.00067805,0.00069161,"{""numberLong"":""517788000""}"
1986-05-31,,,"{""numberLong"":""517874400""}"
1986-06-01,,,"{""numberLong"":""517960800""}"
1986-06-02,0.00068255,0.0006962,"{""numberLong"":""518047200""}"
1986-06-03,0.0006843,0.00069799,"{""numberLong"":""518133600""}"
1986-06-04,0.00067805,0.00069161,"{""numberLong"":""518220000""}"
1986-06-05,0.000677,0.00069054,"{""numberLong"":""518306400""}"
1986-06-06,0.00067525,0.00068876,"{""numberLong"":""518392800""}"
1986-06-07,,,"{""numberLong"":""518479200""}"
1986-06-08,,,"{""numberLong"":""518565600""}"
1986-06-09,,,"{""numberLong"":""518652000""}"
1986-06-10,,,"{""numberLong"":""518738400""}"
1986-06-11,,,"{""numberLong"":""518824800""}"
1986-06-12,0.0006727,0.00068615,"{""numberLong"":""518911200""}"
1986-06-13,0.00066965,0.00068304,"{""numberLong"":""518997600""}"
1986-06-14,,,"{""numberLong"":""519084000""}"
1986-06-15,,,"{""numberLong"":""519170400""}"
1986-06-16,0.00067085,0.00068427,"{""numberLong"":""519256800""}"
1986-06-17,0.00066835,0.00068172,"{""numberLong"":""519343200""}"
1986-06-18,0.00067275,0.00068621,"{""numberLong"":""519429600""}"
1986-06-19,0.00067335,0.00068682,"{""numberLong"":""519516000""}"
1986-06-20,0.0006741,0.00068758,"{""numberLong"":""519602400""}"
1986-06-21,,,"{""numberLong"":""519688800""}"
1986-06-22,,,"{""numberLong"":""519775200""}"
1986-06-23,0.00067675,0.00069029,"{""numberLong"":""519861600""}"
1986-06-24,0.0006814,0.00069503,"{""numberLong"":""519948000""}"
1986-06-25,0.00067615,0.00068967,"{""numberLong"":""520034400""}"
1986-06-26,0.0006751,0.0006886,"{""numberLong"":""520120800""}"
1986-06-27,0.00067565,0.00068916,"{""numberLong"":""520207200""}"
1986-06-28,,,"{""numberLong"":""520293600""}"
1986-06-29,,,"{""numberLong"":""520380000""}"
1986-06-30,0.00067535,0.00068886,"{""numberLong"":""520466400""}"
1986-07-01,0.0006724,0.00068585,"{""numberLong"":""520552800""}"
1986-07-02,0.00067055,0.00068396,"{""numberLong"":""520639200""}"
1986-07-03,0.0006714,0.00068483,"{""numberLong"":""520725600""}"
1986-07-04,0.00067005,0.00068345,"{""numberLong"":""520812000""}"
1986-07-05,,,"{""numberLong"":""520898400""}"
1986-07-06,,,"{""numberLong"":""520984800""}"
1986-07-07,0.0006704,0.00068381,"{""numberLong"":""521071200""}"
1986-07-08,0.0006701,0.0006835,"{""numberLong"":""521157600""}"
1986-07-09,0.00067055,0.00068396,"{""numberLong"":""521244000""}"
1986-07-10,0.00067375,0.00068723,"{""numberLong"":""521330400""}"
1986-07-11,0.0006721,0.00068554,"{""numberLong"":""521416800""}"
1986-07-12,,,"{""numberLong"":""521503200""}"
1986-07-13,,,"{""numberLong"":""521589600""}"
1986-07-14,0.000674,0.00068748,"{""numberLong"":""521676000""}"
1986-07-15,0.00067555,0.00068906,"{""numberLong"":""521762400""}"
1986-07-16,0.00067195,0.00068539,"{""numberLong"":""521848800""}"
1986-07-17,0.0006705,0.00068391,"{""numberLong"":""521935200""}"
1986-07-18,0.00067,0.0006834,"{""numberLong"":""522021600""}"
1986-07-19,,,"{""numberLong"":""522108000""}"
1986-07-20,,,"{""numberLong"":""522194400""}"
1986-07-21,0.00067125,0.00068468,"{""numberLong"":""522280800""}"
1986-07-22,0.00067005,0.00068345,"{""numberLong"":""522367200""}"
1986-07-23,0.00067,0.0006834,"{""numberLong"":""522453600""}"
1986-07-24,0.00067225,0.0006857,"{""numberLong"":""522540000""}"
1986-07-25,0.0006724,0.00068585,"{""numberLong"":""522626400""}"
1986-07-26,,,"{""numberLong"":""522712800""}"
1986-07-27,,,"{""numberLong"":""522799200""}"
1986-07-28,0.00067595,0.00068947,"{""numberLong"":""522885600""}"
1986-07-29,0.0006745,0.00068799,"{""numberLong"":""522972000""}"
1986-07-30,0.0006725,0.00068595,"{""numberLong"":""523058400""}"
1986-07-31,0.00067315,0.00068661,"{""numberLong"":""523144800""}"
1986-08-01,0.0006705,0.00068391,"{""numberLong"":""523231200""}"
1986-08-02,,,"{""numberLong"":""523317600""}"
1986-08-03,,,"{""numberLong"":""523404000""}"
1986-08-04,0.0006705,0.00068391,"{""numberLong"":""523490400""}"
1986-08-05,0.00066895,0.00068233,"{""numberLong"":""523576800""}"
1986-08-06,0.00067495,0.00068845,"{""numberLong"":""523663200""}"
1986-08-07,0.00067285,0.00068631,"{""numberLong"":""523749600""}"
1986-08-08,0.0006716,0.00068503,"{""numberLong"":""523836000""}"
1986-08-09,,,"{""numberLong"":""523922400""}"
1986-08-10,,,"{""numberLong"":""524008800""}"
1986-08-11,0.00067265,0.0006861,"{""numberLong"":""524095200""}"
1986-08-12,0.000671,0.00068442,"{""numberLong"":""524181600""}"
1986-08-13,0.00067445,0.00068794,"{""numberLong"":""524268000""}"
1986-08-14,0.00067405,0.00068753,"{""numberLong"":""524354400""}"
1986-08-15,0.00067315,0.00068661,"{""numberLong"":""524440800""}"
1986-08-16,,,"{""numberLong"":""524527200""}"
1986-08-17,,,"{""numberLong"":""524613600""}"
1986-08-18,,,"{""numberLong"":""524700000""}"
1986-08-19,,,"{""numberLong"":""524786400""}"
1986-08-20,0.00067315,0.00068661,"{""numberLong"":""524872800""}"
1986-08-21,0.0006723,0.00068575,"{""numberLong"":""524959200""}"
1986-08-22,0.0006727,0.00068615,"{""numberLong"":""525045600""}"
1986-08-23,,,"{""numberLong"":""525132000""}"
1986-08-24,,,"{""numberLong"":""525218400""}"
1986-08-25,0.0006717,0.00068513,"{""numberLong"":""525304800""}"
1986-08-26,0.0006717,0.00068513,"{""numberLong"":""525391200""}"
1986-08-27,0.0006735,0.00068697,"{""numberLong"":""525477600""}"
1986-08-28,0.00067705,0.00069059,"{""numberLong"":""525564000""}"
1986-08-29,0.00067705,0.00069059,"{""numberLong"":""525650400""}"
1986-08-30,,,"{""numberLong"":""525736800""}"
1986-08-31,,,"{""numberLong"":""525823200""}"
1986-09-01,0.00067655,0.00069008,"{""numberLong"":""525909600""}"
1986-09-02,0.0006764,0.00068993,"{""numberLong"":""525996000""}"
1986-09-03,0.0006771,0.00069064,"{""numberLong"":""526082400""}"
1986-09-04,0.0006794,0.0006929,"{""numberLong"":""526168800""}"
1986-09-05,0.0006785,0.00069207,"{""numberLong"":""526255200""}"
1986-09-06,,,"{""numberLong"":""526341600""}"
1986-09-07,,,"{""numberLong"":""526428000""}"
1986-09-08,0.00068145,0.00069508,"{""numberLong"":""526514400""}"
1986-09-09,0.0006852,0.0006989,"{""numberLong"":""526600800""}"
1986-09-10,0.00068615,0.00069987,"{""numberLong"":""526687200""}"
1986-09-11,0.00068585,0.00069957,"{""numberLong"":""526773600""}"
1986-09-12,0.000689,0.00070278,"{""numberLong"":""526860000""}"
1986-09-13,,,"{""numberLong"":""526946400""}"
1986-09-14,,,"{""numberLong"":""527032800""}"
1986-09-15,0.0006884,0.00070217,"{""numberLong"":""527119200""}"
1986-09-16,0.0006873,0.00070105,"{""numberLong"":""527205600""}"
1986-09-17,0.00068735,0.0007011,"{""numberLong"":""527292000""}"
1986-09-18,0.0006864,0.00070013,"{""numberLong"":""527378400""}"
1986-09-19,0.0006843,0.00069799,"{""numberLong"":""527464800""}"
1986-09-20,,,"{""numberLong"":""527551200""}"
1986-09-21,,,"{""numberLong"":""527637600""}"
1986-09-22,0.0006823,0.00069595,"{""numberLong"":""527724000""}"
1986-09-23,0.0006884,0.00070217,"{""numberLong"":""527810400""}"
1986-09-24,0.0006915,0.00070533,"{""numberLong"":""527896800""}"
1986-09-25,0.0006918,0.00070564,"{""numberLong"":""527983200""}"
1986-09-26,0.00069385,0.00070773,"{""numberLong"":""528069600""}"
1986-09-27,,,"{""numberLong"":""528156000""}"
1986-09-28,,,"{""numberLong"":""528242400""}"
1986-09-29,0.00069345,0.00070732,"{""numberLong"":""528332400""}"
1986-09-30,0.00069195,0.00070579,"{""numberLong"":""528418800""}"
1986-10-01,0.00069245,0.0007063,"{""numberLong"":""528505200""}"
1986-10-02,0.00069345,0.00070732,"{""numberLong"":""528591600""}"
1986-10-03,0.0006935,0.00070737,"{""numberLong"":""528678000""}"
1986-10-04,,,"{""numberLong"":""528764400""}"
1986-10-05,,,"{""numberLong"":""528850800""}"
1986-10-06,0.00069075,0.00070457,"{""numberLong"":""528937200""}"
1986-10-07,0.00069135,0.00070518,"{""numberLong"":""529023600""}"
1986-10-08,0.000694,0.00070788,"{""numberLong"":""529110000""}"
1986-10-09,0.0006938,0.00070768,"{""numberLong"":""529196400""}"
1986-10-10,0.0006943,0.00070819,"{""numberLong"":""529282800""}"
1986-10-11,,,"{""numberLong"":""529369200""}"
1986-10-12,,,"{""numberLong"":""529455600""}"
1986-10-13,0.0006939,0.00070778,"{""numberLong"":""529542000""}"
1986-10-14,0.00069365,0.00070752,"{""numberLong"":""529628400""}"
1986-10-15,0.0006937,0.00070757,"{""numberLong"":""529714800""}"
1986-10-16,0.0006947,0.00070859,"{""numberLong"":""529801200""}"
1986-10-17,0.00069585,0.00070977,"{""numberLong"":""529887600""}"
1986-10-18,,,"{""numberLong"":""529974000""}"
1986-10-19,,,"{""numberLong"":""530060400""}"
1986-10-20,0.00069785,0.00071181,"{""numberLong"":""530146800""}"
1986-10-21,0.00070205,0.00071609,"{""numberLong"":""530233200""}"
1986-10-22,0.0007044,0.00071849,"{""numberLong"":""530319600""}"
1986-10-23,0.0007056,0.00071971,"{""numberLong"":""530406000""}"
1986-10-24,0.00070845,0.00072262,"{""numberLong"":""530492400""}"
1986-10-25,,,"{""numberLong"":""530578800""}"
1986-10-26,,,"{""numberLong"":""530665200""}"
1986-10-27,0.00071635,0.00073068,"{""numberLong"":""530751600""}"
1986-10-28,0.00071895,0.00073333,"{""numberLong"":""530838000""}"
1986-10-29,,,"{""numberLong"":""530924400""}"
1986-10-30,0.00071895,0.00073333,"{""numberLong"":""531010800""}"
1986-10-31,0.0007357,0.00073937,"{""numberLong"":""531097200""}"
1986-11-01,,,"{""numberLong"":""531183600""}"
1986-11-02,,,"{""numberLong"":""531270000""}"
1986-11-03,0.00074445,0.00074817,"{""numberLong"":""531356400""}"
1986-11-04,0.0007449,0.00074862,"{""numberLong"":""531442800""}"
1986-11-05,0.0007435,0.00074722,"{""numberLong"":""531529200""}"
1986-11-06,0.00074585,0.00074958,"{""numberLong"":""531615600""}"
1986-11-07,0.00074705,0.00075079,"{""numberLong"":""531702000""}"
1986-11-08,,,"{""numberLong"":""531788400""}"
1986-11-09,,,"{""numberLong"":""531874800""}"
1986-11-10,0.0007487,0.00075244,"{""numberLong"":""531961200""}"
1986-11-11,0.00074495,0.00074867,"{""numberLong"":""532047600""}"
1986-11-12,0.00074445,0.00074817,"{""numberLong"":""532134000""}"
1986-11-13,0.0007437,0.00074742,"{""numberLong"":""532220400""}"
1986-11-14,0.0007443,0.00074802,"{""numberLong"":""532306800""}"
1986-11-15,,,"{""numberLong"":""532393200""}"
1986-11-16,,,"{""numberLong"":""532479600""}"
1986-11-17,0.0007436,0.00074732,"{""numberLong"":""532566000""}"
1986-11-18,0.00074385,0.00074757,"{""numberLong"":""532652400""}"
1986-11-19,0.00074605,0.00074978,"{""numberLong"":""532738800""}"
1986-11-20,0.0007458,0.00074953,"{""numberLong"":""532825200""}"
1986-11-21,0.0007454,0.00074913,"{""numberLong"":""532911600""}"
1986-11-22,,,"{""numberLong"":""532998000""}"
1986-11-23,,,"{""numberLong"":""533084400""}"
1986-11-24,0.00074825,0.00075199,"{""numberLong"":""533170800""}"
1986-11-25,0.00074955,0.0007533,"{""numberLong"":""533257200""}"
1986-11-26,0.00074705,0.00075079,"{""numberLong"":""533343600""}"
1986-11-27,0.00074545,0.00074918,"{""numberLong"":""533430000""}"
1986-11-28,0.0007469,0.00075063,"{""numberLong"":""533516400""}"
1986-11-29,,,"{""numberLong"":""533602800""}"
1986-11-30,,,"{""numberLong"":""533689200""}"
1986-12-01,0.0007452,0.00074893,"{""numberLong"":""533775600""}"
1986-12-02,0.0007436,0.00074732,"{""numberLong"":""533862000""}"
1986-12-03,0.0007468,0.00075053,"{""numberLong"":""533948400""}"
1986-12-04,0.0007479,0.00075164,"{""numberLong"":""534034800""}"
1986-12-05,0.00074835,0.00075209,"{""numberLong"":""534121200""}"
1986-12-06,,,"{""numberLong"":""534207600""}"
1986-12-07,,,"{""numberLong"":""534294000""}"
1986-12-08,0.0007519,0.00075566,"{""numberLong"":""534380400""}"
1986-12-09,0.00075445,0.00075822,"{""numberLong"":""534466800""}"
1986-12-10,0.00075575,0.00075953,"{""numberLong"":""534553200""}"
1986-12-11,0.00075725,0.00076104,"{""numberLong"":""534639600""}"
1986-12-12,0.0007569,0.00076068,"{""numberLong"":""534726000""}"
1986-12-13,,,"{""numberLong"":""534812400""}"
1986-12-14,,,"{""numberLong"":""534898800""}"
1986-12-15,0.00075925,0.00076305,"{""numberLong"":""534985200""}"
1986-12-16,0.00075805,0.00076184,"{""numberLong"":""535071600""}"
1986-12-17,0.00076055,0.00076435,"{""numberLong"":""535158000""}"
1986-12-18,0.0007601,0.0007639,"{""numberLong"":""535244400""}"
1986-12-19,0.00076,0.0007638,"{""numberLong"":""535330800""}"
1986-12-20,,,"{""numberLong"":""535417200""}"
1986-12-21,,,"{""numberLong"":""535503600""}"
1986-12-22,0.00076005,0.00076385,"{""numberLong"":""535590000""}"
1986-12-23,0.0007573,0.00076109,"{""numberLong"":""535676400""}"
1986-12-24,0.00075595,0.00075973,"{""numberLong"":""535762800""}"
1986-12-25,0.00075555,0.00075933,"{""numberLong"":""535849200""}"
1986-12-26,0.00075555,0.00075933,"{""numberLong"":""535935600""}"
1986-12-27,,,"{""numberLong"":""536022000""}"
1986-12-28,,,"{""numberLong"":""536108400""}"
1986-12-29,0.00075555,0.00075933,"{""numberLong"":""536194800""}"
1986-12-30,0.00075435,0.00075812,"{""numberLong"":""536281200""}"
1986-12-31,0.0007559,0.00075968,"{""numberLong"":""536367600""}"
1987-01-01,,,"{""numberLong"":""536454000""}"
1987-01-02,0.0007559,0.00075968,"{""numberLong"":""536540400""}"
1987-01-03,,,"{""numberLong"":""536626800""}"
1987-01-04,,,"{""numberLong"":""536713200""}"
1987-01-05,0.00075155,0.00075531,"{""numberLong"":""536799600""}"
1987-01-06,0.0007538,0.00075757,"{""numberLong"":""536886000""}"
1987-01-07,0.00075415,0.00075792,"{""numberLong"":""536972400""}"
1987-01-08,0.00075585,0.00075963,"{""numberLong"":""537058800""}"
1987-01-09,0.00075655,0.00076033,"{""numberLong"":""537145200""}"
1987-01-10,,,"{""numberLong"":""537231600""}"
1987-01-11,,,"{""numberLong"":""537318000""}"
1987-01-12,0.0007567,0.00076048,"{""numberLong"":""537404400""}"
1987-01-13,0.0007541,0.00075787,"{""numberLong"":""537490800""}"
1987-01-14,0.00075035,0.0007541,"{""numberLong"":""537577200""}"
1987-01-15,0.000749,0.00075275,"{""numberLong"":""537663600""}"
1987-01-16,0.00074735,0.00075109,"{""numberLong"":""537750000""}"
1987-01-17,,,"{""numberLong"":""537836400""}"
1987-01-18,,,"{""numberLong"":""537922800""}"
1987-01-19,0.0007495,0.00075325,"{""numberLong"":""538009200""}"
1987-01-20,0.0007431,0.00074682,"{""numberLong"":""538095600""}"
1987-01-21,0.0007481,0.00075184,"{""numberLong"":""538182000""}"
1987-01-22,0.00075145,0.00075521,"{""numberLong"":""538268400""}"
1987-01-23,0.0007465,0.00075023,"{""numberLong"":""538354800""}"
1987-01-24,,,"{""numberLong"":""538441200""}"
1987-01-25,,,"{""numberLong"":""538527600""}"
1987-01-26,0.0007485,0.00075224,"{""numberLong"":""538614000""}"
1987-01-27,0.0007489,0.00075264,"{""numberLong"":""538700400""}"
1987-01-28,0.00074955,0.0007533,"{""numberLong"":""538786800""}"
1987-01-29,0.00074385,0.00074757,"{""numberLong"":""538873200""}"
1987-01-30,0.00074585,0.00074958,"{""numberLong"":""538959600""}"
1987-01-31,,,"{""numberLong"":""539046000""}"
1987-02-01,,,"{""numberLong"":""539132400""}"
1987-02-02,0.00075365,0.00075742,"{""numberLong"":""539218800""}"
1987-02-03,0.0007521,0.00075586,"{""numberLong"":""539305200""}"
1987-02-04,0.00074835,0.00075209,"{""numberLong"":""539391600""}"
1987-02-05,0.00075275,0.00075651,"{""numberLong"":""539478000""}"
1987-02-06,0.00075665,0.00076043,"{""numberLong"":""539564400""}"
1987-02-07,,,"{""numberLong"":""539650800""}"
1987-02-08,,,"{""numberLong"":""539737200""}"
1987-02-09,0.00076045,0.00076425,"{""numberLong"":""539823600""}"
1987-02-10,0.00075825,0.00076204,"{""numberLong"":""539910000""}"
1987-02-11,0.0007556,0.00075938,"{""numberLong"":""539996400""}"
1987-02-12,0.00075565,0.00075943,"{""numberLong"":""540082800""}"
1987-02-13,0.0007548,0.00075857,"{""numberLong"":""540169200""}"
1987-02-14,,,"{""numberLong"":""540255600""}"
1987-02-15,,,"{""numberLong"":""540342000""}"
1987-02-16,0.000759,0.0007628,"{""numberLong"":""540428400""}"
1987-02-17,0.0007573,0.00076109,"{""numberLong"":""540514800""}"
1987-02-18,0.0007574,0.00076119,"{""numberLong"":""540601200""}"
1987-02-19,0.00076055,0.00076435,"{""numberLong"":""540687600""}"
1987-02-20,0.0007647,0.00076852,"{""numberLong"":""540774000""}"
1987-02-21,,,"{""numberLong"":""540860400""}"
1987-02-22,,,"{""numberLong"":""540946800""}"
1987-02-23,0.00076165,0.00076546,"{""numberLong"":""541033200""}"
1987-02-24,0.00076255,0.00076636,"{""numberLong"":""541119600""}"
1987-02-25,0.0007648,0.00076862,"{""numberLong"":""541206000""}"
1987-02-26,0.000763,0.00076682,"{""numberLong"":""541292400""}"
1987-02-27,0.00076215,0.00076596,"{""numberLong"":""541378800""}"
1987-02-28,,,"{""numberLong"":""541465200""}"
1987-03-01,,,"{""numberLong"":""541551600""}"
1987-03-02,0.0007643,0.00076812,"{""numberLong"":""541638000""}"
1987-03-03,0.00076525,0.00076908,"{""numberLong"":""541724400""}"
1987-03-04,0.00076635,0.00077018,"{""numberLong"":""541810800""}"
1987-03-05,0.00076725,0.00077109,"{""numberLong"":""541897200""}"
1987-03-06,0.0007703,0.00077415,"{""numberLong"":""541983600""}"
1987-03-07,,,"{""numberLong"":""542070000""}"
1987-03-08,,,"{""numberLong"":""542156400""}"
1987-03-09,0.0007696,0.00077345,"{""numberLong"":""542242800""}"
1987-03-10,0.00077305,0.00077692,"{""numberLong"":""542329200""}"
1987-03-11,0.00077435,0.00077822,"{""numberLong"":""542415600""}"
1987-03-12,0.00077565,0.00077953,"{""numberLong"":""542502000""}"
1987-03-13,0.00077685,0.00078073,"{""numberLong"":""542588400""}"
1987-03-14,,,"{""numberLong"":""542674800""}"
1987-03-15,,,"{""numberLong"":""542761200""}"
1987-03-16,0.00077615,0.00078003,"{""numberLong"":""542847600""}"
1987-03-17,0.0007748,0.00077867,"{""numberLong"":""542934000""}"
1987-03-18,0.0007737,0.00077757,"{""numberLong"":""543020400""}"
1987-03-19,0.00077515,0.00077903,"{""numberLong"":""543106800""}"
1987-03-20,0.0007757,0.00077958,"{""numberLong"":""543193200""}"
1987-03-21,,,"{""numberLong"":""543279600""}"
1987-03-22,,,"{""numberLong"":""543366000""}"
1987-03-23,0.00077595,0.00077983,"{""numberLong"":""543452400""}"
1987-03-24,0.00077515,0.00077903,"{""numberLong"":""543538800""}"
1987-03-25,0.00077425,0.00077812,"{""numberLong"":""543625200""}"
1987-03-26,0.0007769,0.00078078,"{""numberLong"":""543711600""}"
1987-03-27,0.0007789,0.00078279,"{""numberLong"":""543798000""}"
1987-03-28,,,"{""numberLong"":""543884400""}"
1987-03-29,,,"{""numberLong"":""543970800""}"
1987-03-30,0.00077835,0.00078224,"{""numberLong"":""544053600""}"
1987-03-31,0.000776,0.00077988,"{""numberLong"":""544140000""}"
1987-04-01,0.000777,0.00078089,"{""numberLong"":""544226400""}"
1987-04-02,0.00078,0.0007839,"{""numberLong"":""544312800""}"
1987-04-03,0.0007825,0.00078641,"{""numberLong"":""544399200""}"
1987-04-04,,,"{""numberLong"":""544485600""}"
1987-04-05,,,"{""numberLong"":""544572000""}"
1987-04-06,0.00078195,0.00078586,"{""numberLong"":""544658400""}"
1987-04-07,0.00078435,0.00078827,"{""numberLong"":""544744800""}"
1987-04-08,0.0007845,0.00078842,"{""numberLong"":""544831200""}"
1987-04-09,0.00078795,0.00079189,"{""numberLong"":""544917600""}"
1987-04-10,0.0007873,0.00079124,"{""numberLong"":""545004000""}"
1987-04-11,,,"{""numberLong"":""545090400""}"
1987-04-12,,,"{""numberLong"":""545176800""}"
1987-04-13,0.0007845,0.00078842,"{""numberLong"":""545263200""}"
1987-04-14,0.0007863,0.00079023,"{""numberLong"":""545349600""}"
1987-04-15,0.00078585,0.00078978,"{""numberLong"":""545436000""}"
1987-04-16,0.0007884,0.00079234,"{""numberLong"":""545522400""}"
1987-04-17,0.00079015,0.0007941,"{""numberLong"":""545608800""}"
1987-04-18,,,"{""numberLong"":""545695200""}"
1987-04-19,,,"{""numberLong"":""545781600""}"
1987-04-20,0.0007903,0.00079425,"{""numberLong"":""545868000""}"
1987-04-21,0.0007927,0.00079666,"{""numberLong"":""545954400""}"
1987-04-22,0.00079175,0.00079571,"{""numberLong"":""546040800""}"
1987-04-23,,,"{""numberLong"":""546127200""}"
1987-04-24,0.0007949,0.00079887,"{""numberLong"":""546213600""}"
1987-04-25,,,"{""numberLong"":""546300000""}"
1987-04-26,,,"{""numberLong"":""546386400""}"
1987-04-27,0.0007902,0.00079415,"{""numberLong"":""546472800""}"
1987-04-28,0.00079025,0.0007942,"{""numberLong"":""546559200""}"
1987-04-29,0.00079335,0.00079732,"{""numberLong"":""546645600""}"
1987-04-30,0.00079515,0.00079913,"{""numberLong"":""546732000""}"
1987-05-01,0.00079475,0.00079872,"{""numberLong"":""546818400""}"
1987-05-02,,,"{""numberLong"":""546904800""}"
1987-05-03,,,"{""numberLong"":""546991200""}"
1987-05-04,0.00079555,0.00079953,"{""numberLong"":""547077600""}"
1987-05-05,0.0007948,0.00079877,"{""numberLong"":""547164000""}"
1987-05-06,0.0007944,0.00079837,"{""numberLong"":""547250400""}"
1987-05-07,0.00079635,0.00080033,"{""numberLong"":""547336800""}"
1987-05-08,0.00079735,0.00080134,"{""numberLong"":""547423200""}"
1987-05-09,,,"{""numberLong"":""547509600""}"
1987-05-10,,,"{""numberLong"":""547596000""}"
1987-05-11,0.00080085,0.00080485,"{""numberLong"":""547682400""}"
1987-05-12,0.0008034,0.00080742,"{""numberLong"":""547768800""}"
1987-05-13,0.000803,0.00080702,"{""numberLong"":""547855200""}"
1987-05-14,0.0008053,0.00080933,"{""numberLong"":""547941600""}"
1987-05-15,0.0008049,0.00080892,"{""numberLong"":""548028000""}"
1987-05-16,,,"{""numberLong"":""548114400""}"
1987-05-17,,,"{""numberLong"":""548200800""}"
1987-05-18,0.0008046,0.00080862,"{""numberLong"":""548287200""}"
1987-05-19,,,"{""numberLong"":""548373600""}"
